jobid,jobtitle,normalized_skills
240616005155,Branch Manager - Banking,"['C', 'R']"
111016000183,"Electrician, Electrical Techncian, Technician",['Operations']
170216004723,JAVA Dvlp,"['Java', 'C']"
121016000472,Process jobs in Leading Company for International Voice Process,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
101016001400,Head - Corporate Quality,[]
101016900759,Lead Engineer,"['Java', 'JavaScript', 'R', 'HTML', 'SQL', 'MySQL', 'Oracle', 'Hadoop', 'Git', 'Communication', 'Angular', 'MongoDB']"
90915007163,Immediate Openings for BPO Recruiter,['BPO']
101016000595,JL6A Business Transformation,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
121016001701,Job Opening for Ad Operations (programmatic Buying and Team Lead),"['JavaScript', 'HTML', 'Operations', 'Communication']"
101016900741,Lead Data Engineer - Commercial Analytics,"['Communication', 'Data Analysis']"
121016000852,Developer - Contractual (PAN India),"['Java', 'C', 'Oracle', 'HTML', 'TypeScript']"
101016900461,Devops Engineer,"['MySQL', 'MongoDB', 'Git', 'Internet', 'php', 'AWS']"
50916901032,IT Recruiter/technical Recruiter,['Communication']
50916901050,BYOD Mobility Professional,['Communication']
230516003155,Job Openings for Platform Developer for our Client,['C']
80716900410,Test Automation - Optical Testing,[]
150316900112,Information Management - Country Business Partner,"['Customer Service', 'BPO', 'KPO', 'Operations']"
71016006391,Wellness Consultant,['R']
10916007288,Sr. Manager - HNI Equity Advisory,[]
71016902338,Microsoft Axapta Functional/technical/techno Functional Consultant,[]
101016900682,Windows System Administrator - SaaS Environment,"['Customer Service', 'Communication']"
220916005730,General Manager - Preschool Operations,['Operations']
121016000679,Hiring for Risk Analyst / Client Servicing in Amazon. Call 9986200049.,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
111016000579,Technical Support / Tech/ BCA/ BBA/ B.com/b.e/ BA/ MCA/ B.tech Fresher,"['Customer Service', 'BPO', 'KPO', 'Operations']"
101016004995,Information Security Engineer - Contract to Hire - Bangalore,"['Penetration Testing', 'Operations']"
290716006455,Sr. Team Leader - Private Wealth,['C']
111016000417,"Job Opening for HCL Technologies C++,linux/unix Bangalore(15-10-2016)",['C']
240916005059,Manager Business Development,[]
111016001502,AREA Manager,"['C', 'Internet', 'Operations', 'Communication']"
121016000985,Senior Sales Executive,"['MS Office', 'Internet', 'English', 'Communication']"
101016004089,Functional with Selenium Bangalore Experience Level: 4-6 Years,[]
61016004930,Senior Student Counsellor,['Communication']
10416005657,Openings for SOW Coordinator at Bangalore.,"['R', 'Excel', 'Data Collection', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
60616007082,Manager @ Working Capital ( A Leading Bank),[]
111016002106,Urgent Opening for SAS Analyst / SAS Programmer - Equifax,"['C', 'SQL', 'Excel', 'MS Office', 'PowerPoint', 'KPO', 'Operations', 'Communication']"
41016001181,Coordinator - Placement - Female,"['Excel', 'Operations', 'Communication', 'Computer Vision']"
101016001465,Candidates who Wants to work on Contract Basis/from Home/flexi Hours,[]
80716900949,Oracle Fusion Functional Modules,['Oracle']
80916003774,Looking For GM/ Operation Manager,[]
101016004466,Fresh - Field Service Engineers-[dip. Engineers] Industrial Equipment-,"['C', 'Customer Service', 'Customer Support', 'English']"
101016002445,Noc Engineer/noc Manager with wifi Experience with a MNC Company,[]
101016001821,Vendor Operations Associate -cloudtail India Pvt Ltd(amazon JV,"['Excel', 'MS Office', 'Internet', 'Operations', 'English', 'Hindi', 'Communication', 'Computer Vision']"
101016005688,Reservation & Ticketing Agent,[]
111016002293,"Wealth Planning Officer (wpo) - Hyderabad, Banglore, & Chennai","['Communication', 'Computer Vision']"
101016003378,"Admin, HR & Finance Controller","['MS Office', 'Operations', 'Communication', 'Computer Vision']"
11016000340,Head Marketing - Gynaecology -,[]
121016000232,Mechanical Engineer,[]
20416001743,Immediate Openings for Bench Sales Recruiter,[]
150216002187,Branch Manager,['English']
111016001761,L2/l3 Development Lead-cisco Catalyst,"['C', 'Network Security']"
111016001846,HVAC Technicians,['Operations']
101016003305,Hiring for ATG E-commerce Developer(c2h),['Java']
101016001684,Solutions Head - Retail,[]
250616900059,Core Java Developer,"['Java', 'SQL']"
240916003879,Head Engineering - Pharma Industry | Hyderabad,[]
190916000905,Webmethods Openings,['Computer Vision']
20916004568,Goqii Lifestyle Coach -,"['R', 'Internet', 'Communication']"
101016002016,Corporate Sales,"['Internet', 'Operations', 'Communication', 'C']"
121016001700,Tool Room Head,[]
111016001359,"Bde/senior Bde-us-with a CMMi Level 5 Company,b","['R', 'Communication']"
71016902343,Solution BI Architect- Joinee,"['SQL', 'Power BI', 'Excel']"
121016001596,"Hr-assistant-/hr Officer,msw-hr Leading Manufacturing Firm,9686288924",['Operations']
101016900603,SAP WM Functional Consultant,['Communication']
101016004731,"STEP OUT YOUR Dream IN International CALL Center""call Linda 9538878905","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
101016000640,Urgent Opening For Ricew,"['R', 'Oracle', 'Communication']"
121016000328,Ibm/dell/infy Hiring Technical Analyst/day&uk Shift/cal 8884777951,"['MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations']"
101016004294,FP NA (r2r)/team Leader/am-bangalore-upto 11 L,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
101016900532,SAP Basis Consultant - Srm/crm/scm Modules,[]
51016007486,Customer Support Executive (cse),"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Operations', 'Communication']"
180916000631,Director of Sales / Associate Director(five star Hotel),['Excel']
250616900058,CRM Developer,[]
101016003524,Executive - Business Development,"['Internet', 'Communication']"
101016900626,SOW Coordinator- Scalene Works,"['R', 'Excel', 'Data Collection', 'Customer Service', 'BPO', 'KPO', 'Operations']"
10916006684,GM - International Sales & Marketing - Russia / CIS | Pharma,['Communication']
190416900213,Customer Support- Joiners,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Operations']"
60916900054,Ruby on Rails Developer,"['Java', 'JavaScript', 'HTML', 'CSS', 'GitHub']"
300916000511,Career Opportunity with Accenture-recruitment,['Communication']
111016000914,ERP Technical Advisor,"['SQL', 'Oracle', 'Communication', 'Azure Data Factory']"
21016001063,"Content Writer - Jobs, Bangalore / Bengaluru","['Basic Computer Knowledge', 'English']"
111016000075,Junior Software Engineer,"['Java', 'C', 'Oracle', 'php']"
260916001361,Urgent Openings for Salesforce Developer,[]
121016001094,Office Assistant,"['Excel', 'MS Office', 'Communication']"
20416000836,Call Centre Executive,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
80716900264,Sow Coordinator,"['R', 'Data Collection']"
160516004326,Marketing Executive,[]
160816003782,Mechanical Engineer,['R']
101016900630,Sourcing Specialist,['Communication']
250716002646,Part time Add Posting - Copy Paste Work at your free Time-8105581378,"['Internet', 'BPO', 'Call Center', 'Communication']"
101016002951,Admin Assistant,"['Basic Computer Knowledge', 'MS Office', 'Data Entry', 'Communication']"
130716002823,Oracle Siebel CRM -order Management and Product/price Configurator Spe,['Oracle']
101016001438,Moodle Support Specialist (telecommute) (work from Home),"['JavaScript', 'HTML', 'Git', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
111016000122,Hiring for Non IT Recruiter,"['BPO', 'Call Center', 'Communication', 'Computer Vision']"
20816001696,Regional Business Manager ( Main Division),[]
111016002300,Senior Technical Recruiter (US Staffing),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
80716900946,AX_ Technical,[]
121016001581,"Hr-assistant-/hr Officer,msw-hr Leading Manufacturing Firm,9686288924",['Operations']
90816004904,General Manager - Sales & Marketing | Pan India | Hospital Sales,[]
101016001733,Dell Hiring Server Support - Red Hat Certified Engineer,"['Oracle', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
200616004910,IOS Developer,[]
290916005494,Excelent- Branch Manager-- BM / BH- For a Reputed Bank- In- Bangalore,[]
90216000720,Immediate Requirement with our Client Subex-java Developer,"['Java', 'JavaScript']"
101016005310,"Filenet Developer,bangalore,india",[]
121016000500,Inside Sales Specialist and lead Generation Specialist jobs,"['MS Office', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
60916004943,Senior Software Programmer,['C']
71016002556,Technical SSE / Team Lead,"['Java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'Oracle', 'Angular']"
101016000067,Instrumentation Design Engineer Electrical - Freshers,[]
101016900750,Manufacturing Engineer 3,['Communication']
101016001180,Lotus Notes,[]
60916002194,Urgent Openings - HNI RM - Sales for Bangalore - Anand Rathi Group,['Express.js']
190416900265,"CMMI Level 5,.","['Customer Service', 'BPO', 'KPO', 'Operations']"
101016900747,Technical Lead,"['Java', 'Communication']"
101016005045,Sales Training Manager / Business Training Manager | FMCG Company,['Communication']
111016000109,Huge Openings 4 NON Voice/csr/email/day n uk Shift!!!cal-7829336202,"['Excel', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
101016001044,Senior Support Engineer,[]
101016005630,Program Manager-mandarin or Cantonese Speaking Drshadab@mbservices.in,['Communication']
61015001510,Optical Testing Engineer,[]
190416900256,CICS Developers Strong CICS WITH Health CARE Domain.,['Communication']
101016005110,Very Senior role into Investment Banking Operations (females Only),"['Customer Service', 'BPO', 'KPO', 'Operations']"
101016000874,Head - Transition IT,[]
121016001360,PHP Developer,['php']
101016001121,Development Consultant(telecom Billing),"['Java', 'C', 'SQL', 'Oracle', 'Communication']"
60916002602,Opportunities in IMRB,['Operations']
280916006264,Director / Senior Director - Delivery,"['R', 'KPO', 'Operations', 'Communication']"
50916003969,Accounts Executive,[]
101016004070,Onsite Service Engineer / Hyderabad / Bangalore / Kolkata,[]
101016005088,Hiirng for Java Developer for Bangalore,"['Java', 'CSS', 'Docker', 'BPO', 'HTML']"
41016004520,Sales Manager for Real Estate Fund Company,[]
290416002809,Urgent Openings for Commercial Recruiter,['Communication']
60716003500,Hiring For MIS Executive,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
111016000307,Executive / Sr. Executive- Sales- Walk-in,['Communication']
111016000128,"IP MPLS Engineer(l2) with Cgnat, Asr9k",[]
71016001271,Urgent Requirement for State Head - Karnataka,"['English', 'Hindi', 'Communication', 'C']"
121016001123,"SAP BW with Hana/ip/abap, Bangalore,india",[]
101016001818,Recruitment Coordinator - @walmart Labs - Bangalore,"['Excel', 'MS Office', 'Internet', 'Communication']"
121016000215,US Staffing Specialists,['C']
101016000477,Microsoft Exchangeserver (c2h) for Bangalore,[]
121016000555,Microsoft Dynamics AX Technical Consultant,['Azure']
130616006793,Mathematics Content Developer,[]
101016001813,Data Scientist / Bangalore,"['R', 'BPO', 'Call Center', 'Operations', 'Communication']"
81016001677,Sales Executive / Sr Sales Executive / Sales Officer - Agri Company,[]
190716008051,Devops,['Internet']
80716900171,DFT - Design Engineer,[]
121016000764,"Call Center,international Bpo,voice Process Sal up to 5.5L Cal Chahath","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
91016000836,Systems Analyst / Sr. Systems Analyst,"['Java', 'Oracle', 'Communication']"
140616009433,Oncology Medical Advisor - Pharma MNC,"['R', 'Communication']"
101016000948,GUI Manager @ Bangalore,"['JavaScript', 'Angular', 'Internet']"
80716900163,IT/ Telecom/ Analytics Recruiter,['Communication']
111016001314,Business Development Executive / Lead,"['Internet', 'English', 'Tamil', 'Communication']"
111016000748,Call 8237634700 for TATA Life Insurance Opening CTC UPTO 4LPA,"['Communication', 'Computer Vision']"
101016001283,Urgent Opening-scientific Project Manager-fresher-kolkota/bangalore,"['R', 'GPT', 'Operations', 'English']"
101016002865,Opening for French Language Profile,"['BPO', 'Call Center', 'Computer Vision']"
101016900807,Global PLM System Architect,['Communication']
101016900533,SAP Sd/afs Functional Consultant - Wm/abap,['Communication']
80716900263,Sr Software Engineer Javascript UI,"['JavaScript', 'Angular', 'Node.js', 'HTML', 'CSS']"
51015003094,Immediate Openings for Non IT Recruiter (engineering Division),['Communication']
101016003895,Oracle Fusion HCM Consultants / Oracle Fusion HRMS / Oracle HCM,['Oracle']
101016004453,"Product Manager / GPM - Cardio, CNS, Gastro, Derma, Oncology",['Communication']
120816000584,Senior Hardware/network Engg,['Network Security']
101016000469,Trouble Shooting/tsr/call Center sal up to 5.5L Call Pooja,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
111016000401,Urgent Hiring for Asp.net Developer(4-5 Yrs),"['C', 'SQL', 'C#']"
101016002770,Hiring for H.R Recruiter for Female (Day Shift),"['R', 'BPO', 'Call Center']"
150616005902,Software Engineer or Sr Software Engineer : Javascript UI,"['JavaScript', 'HTML', 'CSS', 'Angular', 'Node.js']"
200716000337,Bank Jobs in India for Freshers,"['Basic Computer Knowledge', 'Communication']"
101016000072,Financial Analyst,[]
101016005591,Hiring for Oracle DBA with 12c for Bangalore,"['Oracle', 'BPO', 'C']"
71016902348,Lead/manager-azure-iaas,['Azure']
111016000616,Store Keeper / Warehouse Assistant,[]
170916004942,Multi Skilled Technician,['Operations']
120716000159,IT Jobs For Freshers in India,[]
121016000431,Java Developer - Bangalore - Looking for Immediate Joiners (15 Days),['Java']
270416002833,Opening for Openstack Development for Telecom Company,"['Python', 'AWS', 'Git', 'Ansible']"
290416901998,Guest Associate,"['Customer Service', 'BPO', 'KPO', 'Operations']"
150316000637,Business Analyst,['Communication']
121016000991,Purchase Executive,"['Excel', 'MS Word', 'English', 'Hindi', 'Communication']"
30816004233,Application Analyst_ Loc: Bengaluru For Uidai( Aadhar Project),"['Java', 'C', 'Operations', 'Communication']"
101016003643,Relationship Manager - Micro loan,['Customer Service']
11016003269,Cluster Head | Pharmaceutical | Healthcare,[]
111016000236,Hiring for US Mortgage Process in Altisource / Ocwen. Call 9620147666,"['Excel', 'MS Office', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'C']"
111016000671,Job Opening for HCL Technologies C Developer Bangalore(16-10-2016),['C']
71016005055,AWS Redshift,"['Python', 'SQL', 'AWS', 'Communication', 'Apache Spark', 'Amazon S3']"
250716001380,Software Quality Assurance Engineer,"['Java', 'SQL', 'Oracle', 'Internet', 'Communication']"
121016000844,Recruitment Executive,[]
60916002023,Sales Manager- Gulbarga /RR Nagar Bangalore Location,['Express.js']
90816004460,"Velankani (bydesign) is Hiring for IT Recruiter, Bangalore",['Communication']
210916003511,Electricians/hvac Technicians Requirement for Chandigarh,[]
290916007889,Area Head-home Loans,[]
160816002374,Solutions Architect - Identity & Access Management,"['Operations', 'Communication']"
30915901007,Assistant Manager- Digital Marketing,['Communication']
111016000055,Recruiters/business Development Managers US Recruitment - Healthcare,['Internet']
